title,views,date_time,video_link,thumbnail_link
"Guess the Output 37 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",4.9K views,3 years ago,/watch?v=UPTz7JZnMXs,https://i.ytimg.com/vi/UPTz7JZnMXs/hqdefault.jpg
Empowering Women to Code | GeeksforGeeks,3.3K views,3 years ago,/watch?v=2o2Qxp1nedk,https://i.ytimg.com/vi/2o2Qxp1nedk/hqdefault.jpg
Armstrong Number | GeeksforGeeks,7K views,3 years ago,/watch?v=ivjDNztMpZU,https://i.ytimg.com/vi/ivjDNztMpZU/hqdefault.jpg
"Guess the Output 36 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",4.9K views,3 years ago,/watch?v=uMKPN6AeFUA,https://i.ytimg.com/vi/uMKPN6AeFUA/hqdefault.jpg
"Guess the Output 35 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",5.2K views,3 years ago,/watch?v=b0-HWurpDr8,https://i.ytimg.com/vi/b0-HWurpDr8/hqdefault.jpg
Maximum of all subarrays of size 'k' using Sliding Window Technique | GeeksforGeeks,55K views,3 years ago,/watch?v=m-Dqu7csdJk,https://i.ytimg.com/vi/m-Dqu7csdJk/hqdefault.jpg
"Guess the Output 34 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",5.5K views,3 years ago,/watch?v=dHuKi7u5DR4,https://i.ytimg.com/vi/dHuKi7u5DR4/hqdefault.jpg
Placement100 | GeeksforGeeks,33K views,3 years ago,/watch?v=2wEA8nuThj8,https://i.ytimg.com/vi/2wEA8nuThj8/hqdefault.jpg
Pangram Checking | GeeksforGeeks,15K views,3 years ago,/watch?v=Mhc4JJAaaYM,https://i.ytimg.com/vi/Mhc4JJAaaYM/hqdefault.jpg
Cracking On-Campus Interviews  | Part-2 | SDE Interview experiences | GeeksforGeeks,1.7K views,3 years ago,/watch?v=WuBzEnsszxs,https://i.ytimg.com/vi/WuBzEnsszxs/hqdefault.jpg
Cracking On-Campus Interviews  | Part-1 | SDE Interview experiences | GeeksforGeeks,3.3K views,3 years ago,/watch?v=IiCChMYfKpw,https://i.ytimg.com/vi/IiCChMYfKpw/hqdefault.jpg
"Guess the Output 33 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",5K views,3 years ago,/watch?v=KbMDQWxpzY0,https://i.ytimg.com/vi/KbMDQWxpzY0/hqdefault.jpg
Cutting a rod problem | GeeksforGeeks,34K views,3 years ago,/watch?v=oqdttaJ_C6o,https://i.ytimg.com/vi/oqdttaJ_C6o/hqdefault.jpg
"Guess the Output 32 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",5.3K views,3 years ago,/watch?v=AibvkE9EIRA,https://i.ytimg.com/vi/AibvkE9EIRA/hqdefault.jpg
Minimum Cost Path Problem | GeeksforGeeks,16K views,3 years ago,/watch?v=8dzfZNUnvJ8,https://i.ytimg.com/vi/8dzfZNUnvJ8/hqdefault.jpg
"Guess the Output 31 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",5.6K views,3 years ago,/watch?v=AmcEbG7OEfM,https://i.ytimg.com/vi/AmcEbG7OEfM/hqdefault.jpg
Matrix Chain Multiplication | GeeksforGeeks,47K views,3 years ago,/watch?v=gwmitwgz87s,https://i.ytimg.com/vi/gwmitwgz87s/hqdefault.jpg
Naive Algorithm for Pattern Searching | GeeksforGeeks,79K views,3 years ago,/watch?v=nK7SLhXcqRo,https://i.ytimg.com/vi/nK7SLhXcqRo/hqdefault.jpg
"Guess the Output 30 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6K views,3 years ago,/watch?v=cekV8mn--a0,https://i.ytimg.com/vi/cekV8mn--a0/hqdefault.jpg
"Guess the Output 29 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",5.9K views,3 years ago,/watch?v=5GaSvjtdV7k,https://i.ytimg.com/vi/5GaSvjtdV7k/hqdefault.jpg
"Guess the Output 28 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.4K views,3 years ago,/watch?v=RSx2dhj7MiA,https://i.ytimg.com/vi/RSx2dhj7MiA/hqdefault.jpg
"Guess the Output 27 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.4K views,3 years ago,/watch?v=Tz2rcVj3P6E,https://i.ytimg.com/vi/Tz2rcVj3P6E/hqdefault.jpg
How to Become a Data Scientist in 2020 ?,21K views,3 years ago,/watch?v=AkaL_bYAdV4,https://i.ytimg.com/vi/AkaL_bYAdV4/hqdefault.jpg
"Guess the Output 26 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.9K views,3 years ago,/watch?v=3bcmtIMC9MA,https://i.ytimg.com/vi/3bcmtIMC9MA/hqdefault.jpg
DSA Self Paced (Course) | GeeksforGeeks,128K views,3 years ago,/watch?v=JjVpBd17Yxo,https://i.ytimg.com/vi/JjVpBd17Yxo/hqdefault.jpg
Data in Machine Learning | GeeksforGeeks,2.3K views,3 years ago,/watch?v=wtLMvxueXNY,https://i.ytimg.com/vi/wtLMvxueXNY/hqdefault.jpg
Longest path in a Directed Acyclic graph | Dynamic Programming | GeeksforGeeks,34K views,3 years ago,/watch?v=YxF-x3imVFA,https://i.ytimg.com/vi/YxF-x3imVFA/hqdefault.jpg
"Guess the Output 25 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.9K views,3 years ago,/watch?v=12gtFfNfI2Q,https://i.ytimg.com/vi/12gtFfNfI2Q/hqdefault.jpg
"Guess the Output 24 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7K views,3 years ago,/watch?v=FYnuumGTZ70,https://i.ytimg.com/vi/FYnuumGTZ70/hqdefault.jpg
Overview of Machine Learning | GeeksforGeeks,7.3K views,3 years ago,/watch?v=xDqPFXbxIZo,https://i.ytimg.com/vi/xDqPFXbxIZo/hqdefault.jpg
"Guess the Output 23 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7.7K views,3 years ago,/watch?v=IfU8cFWGMP8,https://i.ytimg.com/vi/IfU8cFWGMP8/hqdefault.jpg
"Guess the Output 22 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7.1K views,3 years ago,/watch?v=01ovj-oC7Sk,https://i.ytimg.com/vi/01ovj-oC7Sk/hqdefault.jpg
"Guess the Output 21 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7.6K views,3 years ago,/watch?v=WdpUagWj-CE,https://i.ytimg.com/vi/WdpUagWj-CE/hqdefault.jpg
"Guess the Output 20 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7.9K views,3 years ago,/watch?v=HdZAUQ_0VWY,https://i.ytimg.com/vi/HdZAUQ_0VWY/hqdefault.jpg
"Guess the Output 19 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",8.3K views,3 years ago,/watch?v=iPXiVQbBn2M,https://i.ytimg.com/vi/iPXiVQbBn2M/hqdefault.jpg
"Guess the Output 18 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",9.1K views,3 years ago,/watch?v=8zUYHWqkt4E,https://i.ytimg.com/vi/8zUYHWqkt4E/hqdefault.jpg
Calculating Time Complexity | New Examples | GeeksforGeeks,594K views,3 years ago,/watch?v=KXAbAa1mieU,https://i.ytimg.com/vi/KXAbAa1mieU/hqdefault.jpg
Sliding Window Technique | GeeksforGeeks,48K views,3 years ago,/watch?v=9-3BXsfrpbY,https://i.ytimg.com/vi/9-3BXsfrpbY/hqdefault.jpg
"Sort an Array of 0s, 1s and 2s | GeeksforGeeks",16K views,3 years ago,/watch?v=LP6doGhSZ3M,https://i.ytimg.com/vi/LP6doGhSZ3M/hqdefault.jpg
Merge Two Sorted Arrays | GeeksforGeeks,19K views,3 years ago,/watch?v=mfY-P4srlpo,https://i.ytimg.com/vi/mfY-P4srlpo/hqdefault.jpg
Cycle Sort | GeeksforGeeks,15K views,3 years ago,/watch?v=gZNOM_yMdSQ,https://i.ytimg.com/vi/gZNOM_yMdSQ/hqdefault.jpg
Partition Function of Quick Sort | GeeksforGeeks,10K views,3 years ago,/watch?v=OwR53k9DZ9c,https://i.ytimg.com/vi/OwR53k9DZ9c/hqdefault.jpg
"Guess the Output 17 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",8.1K views,3 years ago,/watch?v=3sMN2MHEmCQ,https://i.ytimg.com/vi/3sMN2MHEmCQ/hqdefault.jpg
"Guess the Output 16 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",8.6K views,3 years ago,/watch?v=RJRZyaJwHpU,https://i.ytimg.com/vi/RJRZyaJwHpU/hqdefault.jpg
"Guess the Output 15 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",9.2K views,3 years ago,/watch?v=YnfdnLRUKoU,https://i.ytimg.com/vi/YnfdnLRUKoU/hqdefault.jpg
"Guess the Output 14 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",9.4K views,3 years ago,/watch?v=iCUcCMinIyA,
"Guess the Output 13 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",9.5K views,3 years ago,/watch?v=JH6E-kxjVLg,
"Guess the Output 12 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",9.8K views,3 years ago,/watch?v=AJtBwsqD0Ws,
Writing base cases in Recursion |  GeeksforGeeks,13K views,3 years ago,/watch?v=JTANbaSiw7s,
"Guess the Output 11 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",10K views,3 years ago,/watch?v=Cpueo7Vpn-M,
STL Introduction (A Sample Video for C++ STL Course)| GeeksforGeeks,37K views,3 years ago,/watch?v=qK8PliD5FJY,
Check for BST (A Sample Video for DSA-Self Paced Course) | GeeksforGeeks,88K views,3 years ago,/watch?v=maiOCptc3D8,
"Guess the Output 10 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",11K views,3 years ago,/watch?v=aIpu8QbkepU,
"Guess the Output 9 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",10K views,3 years ago,/watch?v=IJjKObUrEtw,
"How to crack off-campus Interviews of Tech Giants Like Amazon, Microsoft etc. | GeeksforGeeks",8.2K views,3 years ago,/watch?v=DiCZ9wJOCmA,
Machine Learning Foundation With Python | GeeksforGeeks,2.3K views,3 years ago,/watch?v=pnvpajr1i6U,
"Guess the Output 8 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",11K views,3 years ago,/watch?v=9H-XyiPuBFE,
"Guess the Output 7 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",12K views,3 years ago,/watch?v=yjBeHK2pQ14,
"Guess the Output 6 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",13K views,3 years ago,/watch?v=CAGJ8MK28QM,
"Guess the Output 5 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",15K views,3 years ago,/watch?v=e3FoQCtdLOI,
"Guess the Output 4 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",15K views,3 years ago,/watch?v=YXr9NvvD61s,
Java Backend | Demo Live Lecture | GeeksforGeeks,28K views,3 years ago,/watch?v=8RjmaykLkBc,
"Guess the Output 3 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",18K views,3 years ago,/watch?v=PJIGn34njbA,
K stacks in a single array | GeeksforGeeks,26K views,3 years ago,/watch?v=S5cYO9k1Ja8,
Why are Data Structures necessary - by Sandeep Jain | GeeksforGeeks,48K views,3 years ago,/watch?v=V5he1JXiQbg,
"Guess the Output 2 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",22K views,3 years ago,/watch?v=2XZCu-IlDx4,
Machine Learning Foundation | GeeksforGeeks,9K views,3 years ago,/watch?v=TgzmIZs7koA,
"Guess the Output 1 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",44K views,3 years ago,/watch?v=DWDxKHhEn6g,
Design a stack with operations on middle element | GeeksforGeeks,9.3K views,3 years ago,/watch?v=GWericrOYw0,
